filename,Rsep,R1,R1R2,R1Q1,R2Q2,delta,α
RM_stacked second run DS_12+3_1_C07.mpt,159.67027683052498,9804.443918792105,20835477.02832579,902.5781816650857,6.057557324071932,0.06269794928715577,0.9700675170250634
RM_stacked second run DS_12+3_2_C08.mpt,173.5892678567162,1433.8278552489141,12595205.284828538,17.895023325608168,0.8427578217524884,0.49999669939216335,0.9720664101398013
RM_stacked second run DS_3+12_1_C05.mpt,158.44934135051466,2030.6280919166804,3216135.4989206865,25.25201647556957,9.071508190743093e-07,0.510914752175087,0.9682004046201678
RM_stacked second run DS_3+12_2_C06.mpt,148.46436190711913,2075.732674192987,3937389.071102328,27.49879561949037,0.00014731864868977308,0.48916289912614147,0.9721042036211993
